id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-970798,2019-01-02,000001,Vente,406200,19,,RUE D ISSY,4660,92100,92012,Boulogne-Billancourt,92,,,92012000BG0024,,,104,48.7,,,,,,,,,1,2,Appartement,51,3,,,,,,2.243872,48.829252
2019-970799,2019-01-03,000001,Vente,26000,80,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000O0193,,,295,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.242612,48.840775
2019-970800,2019-01-03,000001,Vente,495000,75,B,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000O0163,,,102,,132,,300,,,,,,3,2,Appartement,62,4,,,,,,2.241303,48.840722
2019-970801,2019-01-03,000001,Vente,1192285,19,,RUE DE L ANCIENNE MAIRIE,0120,92100,92012,Boulogne-Billancourt,92,,,92012000AB0108,,,84,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234659,48.838456
2019-970801,2019-01-03,000001,Vente,1192285,19,,RUE DE L ANCIENNE MAIRIE,0120,92100,92012,Boulogne-Billancourt,92,,,92012000AB0108,,,18,95.01,50,,84,,,,,,3,2,Appartement,95,4,,,,,,2.234659,48.838456
2019-970801,2019-01-03,000001,Vente,1192285,19,,RUE DE L ANCIENNE MAIRIE,0120,92100,92012,Boulogne-Billancourt,92,,,92012000AB0108,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234659,48.838456
2019-970802,2019-01-10,000001,Vente,386000,104,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0165,,,11,46.5,62,,,,,,,,2,2,Appartement,47,2,,,,,,2.241347,48.842794
2019-970804,2019-01-02,000001,Vente,250000,33,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,920120000L0055,,,31,32.78,9,,,,,,,,2,2,Appartement,32,3,,,,,,2.236725,48.843624
2019-970806,2019-01-04,000001,Vente,718000,38,,RUE DE LA ROCHEFOUCAULD,5110,92100,92012,Boulogne-Billancourt,92,,,920120000R0161,,,54,78.2,83,,,,,,,,2,2,Appartement,76,3,,,,,,2.242756,48.84561
2019-970826,2019-01-11,000001,Vente,545000,72,B,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000O0099,,,10,,9,67.56,,,,,,,2,2,Appartement,63,3,,,,,,2.241501,48.839787
2019-970827,2019-01-17,000001,Vente,498000,8,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,920120000L0160,,,64,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.236037,48.845003
2019-970827,2019-01-17,000001,Vente,498000,8,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,920120000L0160,,,21,,30,,,,,,,,2,2,Appartement,48,2,,,,,,2.236037,48.845003
2019-970830,2019-01-16,000001,Vente,540000,36,,RUE DE BILLANCOURT,0712,92100,92012,Boulogne-Billancourt,92,,,920120000E0087,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234516,48.841884
2019-970830,2019-01-16,000001,Vente,540000,36,,RUE DE BILLANCOURT,0712,92100,92012,Boulogne-Billancourt,92,,,920120000E0087,,,32,62.44,94,,,,,,,,2,2,Appartement,75,3,,,,,,2.234516,48.841884
2019-970831,2019-01-11,000001,Vente,345900,30,T,RUE DE L ANCIENNE MAIRIE,0120,92100,92012,Boulogne-Billancourt,92,,,92012000AD0013,,,3,,6,,7,38.71,,,,,3,2,Appartement,39,3,,,,,,2.233281,48.838946
2019-970832,2019-01-04,000001,Vente,239500,28,,RUE DU FIEF,3540,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0227,,,33,,,,,,,,,,1,2,Appartement,20,1,,,,,,2.255273,48.832553
2019-970835,2019-01-11,000001,Vente,200000,5,,RUE DE VANVES,9610,92100,92012,Boulogne-Billancourt,92,,,92012000BN0018,,,23,,7,,,,,,,,2,2,Appartement,25,1,,,,,,2.252131,48.834751
2019-970837,2019-01-07,000001,Vente,646400,65,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000Q0008,,,2024,,,,,,,,,,1,2,Appartement,37,1,,,,,,2.245271,48.843108
2019-970837,2019-01-07,000001,Vente,646400,67,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,1015,,,,,,,,,,1,2,Appartement,38,2,,,,,,2.245431,48.843012
2019-970837,2019-01-07,000001,Vente,646400,58,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,509,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245431,48.843012
2019-970838,2019-01-09,000001,Vente,227150,26,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000X0121,,,10,27.55,50,,,,,,,,2,2,Appartement,27,1,,,,,,2.248264,48.839818
2019-970839,2019-01-18,000001,Vente,375000,126,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BG0046,,,117,,48,45.93,,,,,,,2,2,Appartement,45,2,,,,,,2.245299,48.828743
2019-970839,2019-01-18,000001,Vente,375000,126,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BG0046,,,201,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245299,48.828743
2019-970842,2019-01-03,000001,Vente,389248.53,76,B,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000O0080,,,7,42,,,,,,,,,1,2,Appartement,52,2,,,,,,2.240555,48.839824
2019-970846,2019-01-03,000001,Vente,415600,99,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0127,,,122,,140,,147,,,,,,3,2,Appartement,42,2,,,,,,2.241623,48.842221
2019-970850,2019-01-11,000001,Vente,163000,83,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BP0004,,,37,,,,,,,,,,1,2,Appartement,28,1,,,,,,2.250616,48.830079
2019-970851,2019-01-15,000001,Vente,435000,65,B,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,92012000AR0092,,,22,51.71,23,,,,,,,,2,2,Appartement,52,2,,,,,,2.246206,48.83758
2019-970854,2019-01-09,000001,Vente,123337.5,81,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000Y0019,,,13,,,,,,,,,,1,2,Appartement,34,2,,,,,,2.240829,48.838879
2019-970854,2019-01-09,000001,Vente,123337.5,81,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000Y0019,,,6,,,,,,,,,,1,2,Appartement,33,2,,,,,,2.240829,48.838879
2019-970855,2019-01-10,000001,Vente,1200000,84,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0118,,,3028,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.247076,48.834049
2019-970855,2019-01-10,000001,Vente,1200000,84,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0118,,,3083,122.19,,,,,,,,,1,2,Appartement,88,4,,,,,,2.247076,48.834049
2019-970855,2019-01-10,000001,Vente,1200000,84,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0118,,,3077,,3078,,3084,,,,,,3,2,Appartement,31,1,,,,,,2.247076,48.834049
2019-970856,2019-01-18,000001,Vente,1133000,3,,AV EMILE ZOLA,3160,92100,92012,Boulogne-Billancourt,92,,,92012000BD0090,,,435,114.92,640,,,,,,,,2,2,Appartement,114,5,,,,,,2.237068,48.824813
2019-970859,2019-01-21,000001,Vente,1281100,61,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000Q0006,,,8,122.83,,,,,,,,,1,2,Appartement,122,5,,,,,,2.245892,48.843192
2019-970859,2019-01-21,000001,Vente,1281100,61,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000Q0006,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245892,48.843192
2019-970861,2019-01-17,000001,Vente,411000,28,,RUE DU FIEF,3540,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0227,,,14,54.6,,,,,,,,,1,2,Appartement,41,2,,,,,,2.255273,48.832553
2019-970862,2019-01-10,000001,Vente,25000,166,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,92012000AO0247,,,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.237599,48.835366
2019-970863,2019-01-18,000001,Vente,630000,130,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000E0131,,,9039,,,,,,,,,,1,2,Appartement,74,4,,,,,,2.233281,48.840928
2019-970863,2019-01-18,000001,Vente,630000,130,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000E0131,,,7173,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.233281,48.840928
2019-970863,2019-01-18,000001,Vente,630000,130,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000E0131,,,9167,,,,,,,,,,1,2,Appartement,74,4,,,,,,2.233281,48.840928
2019-970868,2019-01-04,000001,Vente,450000,37,,RUE DE LA BELLE FEUILLE,0640,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0208,,,12,65.09,,,,,,,,,1,2,Appartement,59,2,,,,,,2.244306,48.835991
2019-970871,2019-01-14,000001,Vente,220000,86,T,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000N0075,,,469,22.55,484,,,,,,,,2,2,Appartement,22,1,,,,,,2.238908,48.840074
2019-970871,2019-01-14,000001,Vente,220000,86,B,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000N0075,,,266,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238908,48.840074
2019-970872,2019-01-07,000001,Vente,290000,11,,RUE DE LA PYRAMIDE,7290,92100,92012,Boulogne-Billancourt,92,,,92012000AO0039,,,11,,5,40.3,,,,,,,2,2,Appartement,40,3,,,,,,2.238384,48.834726
2019-970873,2019-01-07,000001,Vente,245700,30,,RUE THIERS,9120,92100,92012,Boulogne-Billancourt,92,,,92012000AR0021,,,28,30.53,45,,,,,,,,2,2,Appartement,24,1,,,,,,2.247557,48.83771
2019-970876,2019-01-09,000001,Vente,278000,38,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000Q0076,,,42,24,45,,,,,,,,2,2,Appartement,25,2,,,,,,2.246128,48.839478
2019-970878,2019-01-09,000001,Vente,276536,1,,RUE DU HAMEAU FLEURI,4420,92100,92012,Boulogne-Billancourt,92,,,92012000AV0023,,,20,,33,29.73,,,,,,,2,2,Appartement,32,2,,,,,,2.240396,48.831338
2019-970881,2019-01-14,000001,Vente,263600,48,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AT0048,,,1017,37.23,1084,,,,,,,,2,2,Appartement,39,2,,,,,,2.251963,48.835612
2019-970882,2019-01-03,000001,Vente,460750,143,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000E0131,,,20010,,20096,,,,,,,,2,2,Appartement,55,2,,,,,,2.233281,48.840928
2019-970882,2019-01-03,000001,Vente,460750,143,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000E0131,,,7233,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.233281,48.840928
2019-970883,2019-01-14,000001,Vente,780000,4,,AV STADE DE COUBERTIN,8575,92100,92012,Boulogne-Billancourt,92,,,92012000BO0061,,,110,,50,,,,,,,,2,2,Appartement,101,4,,,,,,2.255595,48.834077
2019-970884,2019-01-18,000001,Vente,167400,24,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AC0112,,,260,,44,30.38,,,,,,,2,2,Appartement,30,1,,,,,,2.231225,48.839932
2019-970884,2019-01-18,000001,Vente,167400,26,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AC0112,,,186,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231225,48.839932
2019-970888,2019-01-14,000001,Vente,460000,19,,RUE ALFRED LAURANT,0070,92100,92012,Boulogne-Billancourt,92,,,920120000L0137,,,15,52.18,,,,,,,,,1,2,Appartement,49,3,,,,,,2.23582,48.843484
2019-970888,2019-01-14,000001,Vente,460000,19,,RUE ALFRED LAURANT,0070,92100,92012,Boulogne-Billancourt,92,,,920120000L0137,,,39,,,,,,,,,,1,2,Appartement,46,2,,,,,,2.23582,48.843484
2019-970891,2019-01-23,000001,Vente,200000,172,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AL0111,,,105,,90,31.38,,,,,,,2,2,Appartement,38,1,,,,,,2.234018,48.831331
2019-970892,2019-01-16,000001,Vente,650000,25,,AV FERDINAND BUISSON,3520,75016,92012,Boulogne-Billancourt,92,,,92012000AS0087,,,45,,86,,,,,,,,2,2,Appartement,89,3,,,,,,2.252871,48.837354
2019-970894,2019-01-18,000001,Vente,207000,70,,QUAI POINT DU JOUR,7231,92100,92012,Boulogne-Billancourt,92,,,92012000BP0137,,,106,33.77,,,,,,,,,1,2,Appartement,35,1,,,,,,2.249565,48.826212
2019-970896,2019-01-18,000001,Vente,520000,26,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AC0112,,,245,,5,67.94,,,,,,,2,2,Appartement,58,2,,,,,,2.231225,48.839932
2019-970896,2019-01-18,000001,Vente,520000,24,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AC0112,,,180,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231225,48.839932
2019-970898,2019-01-18,000001,Vente,258350,31,B,RUE SOLFERINO,8570,92100,92012,Boulogne-Billancourt,92,,,92012000BF0055,,,19,31.32,99,,,,,,,,2,2,Appartement,39,2,,,,,,2.24394,48.82997
2019-970902,2019-01-17,000001,Vente,22500,6,,RUE DES 4 CHEMINEES,7940,92100,92012,Boulogne-Billancourt,92,,,92012000AV0121,,,188,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.242887,48.832926
2019-970904,2019-01-10,000001,Vente,184000,253,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,92012000BK0054,,,23,18.09,,,,,,,,,1,2,Appartement,19,1,,,,,,2.247648,48.827092
2019-970909,2019-01-08,000001,Vente,18000,48,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AG0031,,,1490,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.226176,48.838134
2019-970912,2019-01-15,000001,Vente,250000,332,,AV DU MARECHAL JUIN,6165,92100,92012,Boulogne-Billancourt,92,,,92012000AK0226,,,330,39.51,424,,,,,,,,2,2,Appartement,38,2,,,,,,2.232102,48.833334
2019-970913,2019-01-16,000001,Vente,355000,40,,RUE DE MEUDON,6220,92100,92012,Boulogne-Billancourt,92,,,92012000BG0007,,,117,49,216,,,,,,,,2,2,Appartement,49,3,,,,,,2.24266,48.828091
2019-970914,2019-01-14,000001,Vente,1342820,79,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0176,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231391,48.834828
2019-970914,2019-01-14,000001,Vente,1342820,79,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0176,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231391,48.834828
2019-970914,2019-01-14,000001,Vente,1342820,79,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0176,,,10,137.01,13,,25,,28,,,,4,2,Appartement,135,6,,,,,,2.231391,48.834828
2019-970915,2019-01-09,000001,Vente,473200,47,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000BN0149,,,144,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.252291,48.834913
2019-970915,2019-01-09,000001,Vente,473200,47,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000BN0149,,,19,,60,47.31,,,,,,,2,2,Appartement,47,2,,,,,,2.252291,48.834913
2019-970918,2019-01-18,000001,Vente,705000,14,B,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AG0001,,,158,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.227794,48.838624
2019-970918,2019-01-18,000001,Vente,705000,14,B,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AG0001,,,105,,40,83.46,,,,,,,2,2,Appartement,83,4,,,,,,2.227794,48.838624
2019-970919,2019-01-15,000001,Vente,810000,17,,RUE GAMBETTA,4120,92100,92012,Boulogne-Billancourt,92,,,920120000S0100,,,82,,89,94.01,,,,,,,2,2,Appartement,89,4,,,,,,2.241689,48.846448
2019-970929,2019-01-25,000001,Vente,734250,58,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000O0110,,,21,78.77,8,,,,,,,,2,2,Appartement,72,4,,,,,,2.243598,48.839569
2019-970932,2019-01-04,000001,Vente,218700,42,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AT0045,,,22,28.22,31,,,,,,,,2,2,Appartement,25,2,,,,,,2.252462,48.835645
2019-970935,2019-01-14,000001,Vente,25000,4,,RUE DE LA BELLE FEUILLE,0640,92100,92012,Boulogne-Billancourt,92,,,920120000Y0149,,,558,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241776,48.838881
2019-970939,2019-01-10,000001,Vente,340000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,200,45.23,520,,,,,,,,2,2,Appartement,45,1,,,,,,2.234582,48.833802
2019-970939,2019-01-10,000001,Vente,340000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,879,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234582,48.833802
2019-970940,2019-01-24,000001,Vente,503029,35,,AV FERDINAND BUISSON,3520,75016,92012,Boulogne-Billancourt,92,,,92012000AS0081,,,37,62.22,,,,,,,,,1,2,Appartement,55,3,,,,,,2.252405,48.837783
2019-970941,2019-01-22,000001,Vente,60000,95,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0125,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24192,48.842228
2019-970941,2019-01-22,000001,Vente,60000,95,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0125,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24192,48.842228
2019-970945,2019-01-22,000001,Vente,25000,83,,AV EDOUARD VAILLANT,3120,92100,92012,Boulogne-Billancourt,92,,,92012000AU0118,,,377,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.247076,48.834049
2019-970947,2019-01-23,000001,Vente,20000,1,,VLA ALEXANDRINE,0061,92100,92012,Boulogne-Billancourt,92,,,920120000A0033,,,184,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.235328,48.85053
2019-970954,2019-01-16,000001,Vente,568000,68,B,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0129,,,10059,61.64,10080,,,,,,,,2,2,Appartement,62,3,,,,,,2.249434,48.834371
2019-970954,2019-01-16,000001,Vente,568000,72,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0129,,,10154,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249434,48.834371
2019-970955,2019-01-11,000001,Vente,145000,114,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0086,,,32,16.63,,,,,,,,,1,2,Appartement,32,1,,,,,,2.240965,48.842712
2019-970955,2019-01-11,000001,Vente,145000,114,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0086,,,52,,,,,,,,,,1,2,Appartement,19,1,,,,,,2.240965,48.842712
2019-970958,2019-01-16,000001,Vente,805000,158,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000E0122,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.23417,48.841973
2019-970958,2019-01-16,000001,Vente,805000,158,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000E0122,,,82,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.23417,48.841973
2019-970958,2019-01-16,000001,Vente,805000,158,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000E0122,,,154,94.85,71,,,,,,,,2,2,Appartement,97,4,,,,,,2.23417,48.841973
2019-970961,2019-01-07,000001,Vente,565050,66,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0116,,,75,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249843,48.834513
2019-970961,2019-01-07,000001,Vente,565050,82,,RUE THIERS,9120,92100,92012,Boulogne-Billancourt,92,,,92012000AU0116,,,5,67.97,78,,,,,,,,2,2,Appartement,67,3,,,,,,2.249843,48.834513
2019-970962,2019-01-18,000001,Vente,384000,123,,RUE THIERS,9120,92100,92012,Boulogne-Billancourt,92,,,92012000BN0121,,,13,,14,,3,47.56,,,,,3,2,Appartement,47,2,,,,,,2.252253,48.832
2019-970963,2019-01-18,000001,Vente,510000,1,,RUE HEINRICH,4430,92100,92012,Boulogne-Billancourt,92,,,92012000BH0043,,,17,63.36,43,,,,,,,,2,2,Appartement,62,3,,,,,,2.246604,48.827735
2019-970963,2019-01-18,000001,Vente,510000,1,,RUE HEINRICH,4430,92100,92012,Boulogne-Billancourt,92,,,92012000BH0043,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.246604,48.827735
2019-970965,2019-01-23,000001,Vente,20000,100,,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000E0001,,,258,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.230192,48.842665
2019-970968,2019-01-15,000001,Vente,325080,14,,RUE MOREAU VAUTHIER,6280,92100,92012,Boulogne-Billancourt,92,,,920120000R0072,,,16,,4,34.41,,,,,,,2,2,Appartement,33,2,,,,,,2.244042,48.84514
2019-970969,2019-01-15,000001,Vente,430000,1,,RUE DU 6 JUIN 1944,8565,92100,92012,Boulogne-Billancourt,92,,,92012000AD0050,,,52,77.15,,,,,,,,,1,2,Appartement,74,3,,,,,,2.233207,48.836531
2019-970970,2019-01-25,000001,Vente,220000,42,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AD0178,,,139,,170,,,,,,,,2,2,Appartement,24,1,,,,,,2.23204,48.838418
2019-970973,2019-01-23,000001,Vente,30000,27,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,92012000AS0037,,,409,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249747,48.837385
2019-970974,2019-01-09,000001,Vente,427885,119,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,92012000AC0116,,,106,,122,61.74,,,,,,,2,2,Appartement,60,2,,,,,,2.231917,48.840155
2019-970977,2019-01-16,000001,Vente,333000,3,,RUE LIOT,5150,92100,92012,Boulogne-Billancourt,92,,,92012000AV0032,,,11,,25,52.88,,,,,,,2,2,Appartement,38,2,,,,,,2.240866,48.83247
2019-970984,2019-01-16,000001,Vente,420000,274,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,92012000BH0055,,,21,,22,,42,,43,,48,,6,4,Local industriel. commercial ou assimilé,79,0,,,,,,2.247483,48.826088
2019-970986,2019-01-18,000001,Vente,350000,88,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0293,,,34,42.04,54,,,,,,,,2,2,Appartement,45,2,,,,,,2.230256,48.834801
2019-970986,2019-01-18,000001,Vente,350000,88,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0293,,,113,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.230256,48.834801
2019-970988,2019-01-02,000001,Vente,280000,13,,RUE ALFRED LAURANT,0070,92100,92012,Boulogne-Billancourt,92,,,920120000L0109,,,110,,126,,,,,,,,2,2,Appartement,25,1,,,,,,2.235673,48.843965
2019-970989,2019-01-28,000001,Vente,335000,13,,RUE MOLLIEN,6260,92100,92012,Boulogne-Billancourt,92,,,920120000K0024,,,4,40.12,5,,,,,,,,2,2,Appartement,40,2,,,,,,2.238737,48.845753
2019-970990,2019-01-22,000001,Vente,165000,127,,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000E0129,,,451,15.48,,,,,,,,,1,2,Appartement,15,1,,,,,,2.23162,48.84242
2019-970991,2019-01-09,000001,Vente,191000,96,,AV EDOUARD VAILLANT,3120,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0126,,,27,,33,,,,,,,,2,2,Appartement,24,2,,,,,,2.245011,48.834592
2019-970992,2019-01-07,000001,Vente,332000,53,,RUE DES PEUPLIERS,7195,92100,92012,Boulogne-Billancourt,92,,,92012000BO0037,,,17,50.24,,,,,,,,,1,2,Appartement,56,2,,,,,,2.25474,48.833633
2019-970996,2019-01-07,000001,Vente,403000,52,,RUE GEORGES SOREL,4140,92100,92012,Boulogne-Billancourt,92,,,92012000AO0088,,,100,,119,54.08,,,,,,,2,2,Appartement,60,3,,,,,,2.240249,48.835023
2019-970998,2019-01-04,000001,Vente,360000,34,,RUE DES ABONDANCES,0010,92100,92012,Boulogne-Billancourt,92,,,920120000F0126,,,4,45.18,,,,,,,,,1,2,Appartement,46,2,,,,,,2.229879,48.844272
2019-970998,2019-01-04,000001,Vente,360000,34,,RUE DES ABONDANCES,0010,92100,92012,Boulogne-Billancourt,92,,,920120000F0126,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.229879,48.844272
2019-970998,2019-01-04,000001,Vente,360000,34,,RUE DES ABONDANCES,0010,92100,92012,Boulogne-Billancourt,92,,,920120000F0126,,,99,,,,,,,,,,1,2,Appartement,48,3,,,,,,2.229879,48.844272
2019-970999,2019-01-23,000001,Vente,108000,17,,RUE D ISSY,4660,92100,92012,Boulogne-Billancourt,92,,,92012000BG0025,,,16,14.74,,,,,,,,,1,2,Appartement,15,1,,,,,,2.244331,48.829123
2019-971001,2019-01-18,000001,Vente,338000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,101,62.14,421,,,,,,,,2,2,Appartement,59,3,,,,,,2.234582,48.833802
2019-971001,2019-01-18,000001,Vente,338000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,708,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234582,48.833802
2019-971003,2019-01-29,000001,Vente,310000,7,,RUE TISSERAND,9140,92100,92012,Boulogne-Billancourt,92,,,920120000G0144,,,32,40.1,75,,,,,,,,2,2,Appartement,42,2,,,,,,2.235301,48.84612
