id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,22,,82,,,,,,,,2,2,Appartement,48,2,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,40,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,15,,71,,,,,,,,2,2,Appartement,90,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,24,,86,,,,,,,,2,2,Appartement,71,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,8,,80,,,,,,,,2,2,Appartement,78,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,2,,68,,,,,,,,2,2,Appartement,78,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,12,,65,,,,,,,,2,2,Appartement,90,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,6,,79,,,,,,,,2,2,Appartement,28,1,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,23,,83,,,,,,,,2,2,Appartement,90,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,19,,76,,,,,,,,2,2,Appartement,48,2,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,16,,70,,,,,,,,2,2,Appartement,48,2,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,18,,75,,,,,,,,2,2,Appartement,90,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,84,,9,,,,,,,,2,2,Appartement,91,4,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,3,,73,,,,,,,,2,2,Appartement,28,1,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,4,,72,,,,,,,,2,2,Appartement,110,4,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,13,,66,,,,,,,,2,2,Appartement,48,2,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,1,,64,,,,,,,,2,2,Appartement,78,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,7,,78,,,,,,,,2,2,Appartement,110,4,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,5,,74,,,,,,,,2,2,Appartement,78,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,25,,87,,,,,,,,2,2,Appartement,30,1,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,10,,11,,85,,,,,,3,2,Appartement,58,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,17,,69,,,,,,,,2,2,Appartement,90,3,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974979,2019-09-06,000001,Vente,15700000,21,,RUE EMILE DUNOIS,3145,92100,92012,Boulogne-Billancourt,92,,,920120000P0184,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241908,48.843402
2019-974982,2019-08-28,000001,Vente,250000,25,,RUE AUGUSTE PERRET,0160,92100,92012,Boulogne-Billancourt,92,,,920120000Z0196,,,2006,22.5,,,,,,,,,1,2,Appartement,22,1,,,,,,2.238691,48.837632
2019-974983,2019-09-18,000001,Vente,25000,59,,AV EMILE ZOLA,3160,92100,92012,Boulogne-Billancourt,92,,,92012000AX0059,,,82,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238445,48.8289
2019-974985,2019-09-04,000001,Vente,975000,3,,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000J0067,,,10,105.26,62,,,,,,,,2,2,Appartement,115,5,,,,,,2.241246,48.847171
2019-974987,2019-09-17,000001,Vente,480000,15,,RUE ESCUDIER,3180,92100,92012,Boulogne-Billancourt,92,,,920120000F0069,,,2,52.11,9,,,,,,,,2,2,Appartement,50,3,,,,,,2.233852,48.843464
2019-974988,2019-09-16,000001,Vente,470850,105,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0051,,,18,,75,52.5,,,,,,,2,2,Appartement,56,3,,,,,,2.242451,48.836594
2019-974988,2019-09-16,000001,Vente,470850,105,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0051,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.242451,48.836594
2019-974989,2019-09-10,000001,Vente,245000,130,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000E0131,,,1018,27.9,,,,,,,,,1,2,Appartement,28,1,,,,,,2.233281,48.840928
2019-974989,2019-09-10,000001,Vente,245000,130,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000E0131,,,1164,,,,,,,,,,1,2,Appartement,74,4,,,,,,2.233281,48.840928
2019-974995,2019-09-16,000001,Vente,463500,58,,RUE DANJOU,2520,92100,92012,Boulogne-Billancourt,92,,,92012000BL0049,,,13,66.15,9,,,,,,,,2,2,Appartement,67,3,,,,,,2.248862,48.831433
2019-975001,2019-09-23,000001,Vente,52000,13,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000M0133,,,111,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238639,48.843214
2019-975001,2019-09-23,000001,Vente,52000,13,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000M0133,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238639,48.843214
2019-975008,2019-09-03,000001,Vente,590000,49,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0072,,,273,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.228318,48.836134
2019-975008,2019-09-03,000001,Vente,590000,49,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0072,,,51,,9,66.54,,,,,,,2,2,Appartement,63,4,,,,,,2.228318,48.836134
2019-975012,2019-09-12,000001,Vente,564500,127,,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000E0129,,,43,68.35,709,,,,,,,,2,2,Appartement,67,3,,,,,,2.23162,48.84242
2019-975014,2019-09-12,000001,Vente,740000,18,,RUE HENRI MARTIN,4440,92100,92012,Boulogne-Billancourt,92,,,92012000AS0075,,,178,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.251844,48.83773
2019-975014,2019-09-12,000001,Vente,740000,18,,RUE HENRI MARTIN,4440,92100,92012,Boulogne-Billancourt,92,,,92012000AS0075,,,149,,,,,,,,,,1,2,Appartement,90,4,,,,,,2.251844,48.83773
2019-975015,2019-09-06,000001,Vente,178150,16,,RUE DE L EST,3185,92100,92012,Boulogne-Billancourt,92,,,920120000Y0081,,,3,20.51,,,,,,,,,1,2,Appartement,22,1,,,,,,2.245823,48.838734
2019-975026,2019-09-18,000001,Vente,30000,43,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,920120000M0185,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.237112,48.84287
2019-975027,2019-09-23,000001,Vente,582000,9,,RUE ALFRED LAURANT,0070,92100,92012,Boulogne-Billancourt,92,,,920120000L0023,,,23,58.9,8,,,,,,,,2,2,Appartement,57,3,,,,,,2.235635,48.84423
2019-975030,2019-09-18,000001,Vente,220000,57,,RUE MARCEL BONTEMPS,0759,92100,92012,Boulogne-Billancourt,92,,,92012000BD0119,,,60,21.03,,,,,,,,,1,2,Appartement,21,1,,,,,,2.238898,48.826498
2019-975031,2019-09-10,000001,Vente,235789,38,B,BD DE LA REPUBLIQUE,8130,92100,92012,Boulogne-Billancourt,92,,,92012000BM0033,,,83,21.06,,,,,,,,,1,2,Appartement,20,1,,,,,,2.251331,48.832653
2019-975031,2019-09-10,000001,Vente,235789,38,B,BD DE LA REPUBLIQUE,8130,92100,92012,Boulogne-Billancourt,92,,,92012000BM0033,,,84,21.06,,,,,,,,,1,2,Appartement,13,1,,,,,,2.251331,48.832653
2019-975032,2019-09-05,000001,Vente,296000,56,,RUE DU CHEMIN VERT,1435,92100,92012,Boulogne-Billancourt,92,,,92012000AS0014,,,646,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249327,48.837676
2019-975032,2019-09-05,000001,Vente,296000,56,,RUE DU CHEMIN VERT,1435,92100,92012,Boulogne-Billancourt,92,,,92012000AS0014,,,229,,274,,,,,,,,2,2,Appartement,27,1,,,,,,2.249327,48.837676
2019-975035,2019-09-17,000001,Vente,22000,70,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BM0055,,,415,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.251071,48.831404
2019-975037,2019-09-17,000001,Vente,870000,4,,AV PIERRE GRENIER,7205,92100,92012,Boulogne-Billancourt,92,,,92012000BP0127,,,6,108.18,,,,,,,,,1,2,Appartement,75,4,,,,,,2.24893,48.825767
2019-975037,2019-09-17,000001,Vente,870000,4,,AV PIERRE GRENIER,7205,92100,92012,Boulogne-Billancourt,92,,,92012000BP0127,,,40,,55,,6,108.18,,,,,3,2,Appartement,25,2,,,,,,2.24893,48.825767
2019-975044,2019-09-04,000001,Vente,655000,70,,QUAI POINT DU JOUR,7231,92100,92012,Boulogne-Billancourt,92,,,92012000BP0137,,,345,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249565,48.826212
2019-975044,2019-09-04,000001,Vente,655000,70,,QUAI POINT DU JOUR,7231,92100,92012,Boulogne-Billancourt,92,,,92012000BP0137,,,127,91.77,208,,,,,,,,2,2,Appartement,91,3,,,,,,2.249565,48.826212
2019-975045,2019-09-12,000001,Vente,607100,149,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AN0049,,,692,69.2,823,,,,,,,,2,2,Appartement,68,3,,,,,,2.234512,48.83302
2019-975045,2019-09-12,000001,Vente,607100,143,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AN0049,,,960,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234512,48.83302
2019-975046,2019-08-29,000001,Vente,424530,46,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AE0093,,,140,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.229693,48.837354
2019-975046,2019-08-29,000001,Vente,424530,46,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AE0093,,,102,,82,47.38,,,,,,,2,2,Appartement,48,2,,,,,,2.229693,48.837354
2019-975050,2019-09-12,000001,Vente,24000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,855,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234582,48.833802
2019-975052,2019-09-06,000001,Vente,310000,11,,ALL ROBERT DOISNEAU,2575,92100,92012,Boulogne-Billancourt,92,,,92012000BD0037,,,2049,40.95,,,,,,,,,1,2,Appartement,42,2,,,,,,2.237799,48.828363
2019-975052,2019-09-06,000001,Vente,310000,68,,RUE MARCEL BONTEMPS,0759,92100,92012,Boulogne-Billancourt,92,,,92012000BD0037,,,2229,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.237799,48.828363
2019-975054,2019-09-16,000001,Vente,762500,15,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0092,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.228646,48.837807
2019-975054,2019-09-16,000001,Vente,762500,15,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0092,,,105,,157,81.62,,,,,,,2,2,Appartement,80,4,,,,,,2.228646,48.837807
2019-975055,2019-09-23,000001,Vente,25000,240,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,92012000BF0038,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245298,48.829757
2019-975059,2019-09-20,000001,Vente,565000,9,,RUE VAUTHIER,9620,92100,92012,Boulogne-Billancourt,92,,,920120000K0037,,,14,,5,57.2,,,,,,,2,2,Appartement,59,3,,,,,,2.240038,48.845752
2019-975060,2019-09-18,000001,Vente,25000,43,,AV FERDINAND BUISSON,3520,75016,92012,Boulogne-Billancourt,92,,,920120000X0106,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.252008,48.838234
2019-975064,2019-08-28,000001,Vente,2361750,37,,RUE EMILE LANDRIN,3150,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0183,,,,,,,,,,,,,0,1,Maison,252,7,S,sols,,,292,2.246008,48.835958
2019-975065,2019-09-24,000001,Vente,520000,19,,AV FERDINAND BUISSON,3520,75016,92012,Boulogne-Billancourt,92,,,92012000AT0099,,,87,,,,,,,,,,1,2,Appartement,64,2,,,,,,2.253583,48.836199
2019-975068,2019-09-23,000001,Vente,420000,5,,RUE CASTEJA,1420,92100,92012,Boulogne-Billancourt,92,,,92012000AX0011,,,523,46.25,755,,,,,,,,2,2,Appartement,46,2,,,,,,2.237433,48.830774
2019-975068,2019-09-23,000001,Vente,420000,5,,RUE CASTEJA,1420,92100,92012,Boulogne-Billancourt,92,,,92012000AX0011,,,635,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.237433,48.830774
2019-975074,2019-08-30,000001,Vente,735000,20,,RUE NUNGESSER ET COLI,6660,75016,92012,Boulogne-Billancourt,92,,,920120000U0051,,,16,,54,,,,,,,,2,2,Appartement,68,2,,,,,,2.251395,48.843624
2019-975074,2019-08-30,000001,Vente,735000,20,,RUE NUNGESSER ET COLI,6660,75016,92012,Boulogne-Billancourt,92,,,920120000U0051,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.251395,48.843624
2019-975079,2019-09-19,000001,Vente,1089850,5,,RUE CLAUDE MONET,1450,92100,92012,Boulogne-Billancourt,92,,,920120000S0012,,,10,,16,,,,,,,,2,3,Dépendance,,0,,,,,,2.242412,48.846821
2019-975079,2019-09-19,000001,Vente,1089850,5,,RUE CLAUDE MONET,1450,92100,92012,Boulogne-Billancourt,92,,,920120000S0012,,,19,,20,,8,96.21,,,,,3,3,Dépendance,,0,,,,,,2.242412,48.846821
2019-975079,2019-09-19,000001,Vente,1089850,5,,RUE CLAUDE MONET,1450,92100,92012,Boulogne-Billancourt,92,,,920120000S0012,,,11,96,12,,9,,,,,,3,2,Appartement,48,3,,,,,,2.242412,48.846821
2019-975080,2019-08-30,000001,Vente,1178226,28,,RUE DU FIEF,3540,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0227,,,34,94.25,,,,,,,,,1,2,Appartement,90,5,,,,,,2.255273,48.832553
2019-975081,2019-09-13,000001,Vente,224800,111,T,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,92012000AC0034,,,50,29.98,77,,,,,,,,2,2,Appartement,31,1,,,,,,2.232698,48.84002
2019-975085,2019-09-24,000001,Vente,320000,77,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000Y0009,,,19,,2,50.79,,,,,,,2,2,Appartement,53,3,,,,,,2.240993,48.839043
2019-975086,2019-09-25,000001,Vente,378080,11,,RUE HENRI MARTIN,4440,92100,92012,Boulogne-Billancourt,92,,,92012000AS0044,,,4002,41.77,4041,,,,,,,,2,2,Appartement,42,1,,,,,,2.250395,48.837752
2019-975086,2019-09-25,000001,Vente,378080,13,,RUE HENRI MARTIN,4440,92100,92012,Boulogne-Billancourt,92,,,92012000AS0044,,,4549,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.250395,48.837752
2019-975088,2019-08-30,000001,Vente,265000,53,,RUE GEORGES SOREL,4140,92100,92012,Boulogne-Billancourt,92,,,92012000AO0117,,,106,,76,,,,,,,,2,2,Appartement,30,2,,,,,,2.240338,48.834643
2019-975089,2019-09-25,000001,Vente,1643000,84,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0027,,,,,,,,,,,,,0,1,Maison,143,5,S,sols,,,104,2.230658,48.835101
2019-975089,2019-09-25,000001,Vente,1643000,84,B,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0271,,,,,,,,,,,,,0,,,,,S,sols,,,24,2.230661,48.835058
2019-975090,2019-08-30,000001,Vente,19500,56,K,BD DE LA REPUBLIQUE,8130,92100,92012,Boulogne-Billancourt,92,,,92012000BM0019,,,231,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248824,48.832858
2019-975094,2019-09-18,000001,Vente,301000,64,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AE0110,,,212,,237,50.9,,,,,,,2,2,Appartement,47,3,,,,,,2.230341,48.836226
2019-975095,2019-09-13,000001,Vente,1790000,19,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0015,,,49,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,153,0,,,,,,2.228645,48.83761
2019-975095,2019-09-13,000001,Vente,1790000,19,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0015,,,50,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,125,0,,,,,,2.228645,48.83761
2019-975095,2019-09-13,000001,Vente,1790000,19,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0015,,,53,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,72,0,,,,,,2.228645,48.83761
2019-975095,2019-09-13,000001,Vente,1790000,42,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AE0093,,,219,,237,,238,,239,,240,,12,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.229693,48.837354
2019-975095,2019-09-13,000001,Vente,1790000,42,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AE0093,,,219,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.229693,48.837354
2019-975101,2019-09-06,000001,Vente,225000,21,,RUE DE SEINE,8540,92100,92012,Boulogne-Billancourt,92,,,92012000BK0002,,,78,27.08,,,,,,,,,1,2,Appartement,20,2,,,,,,2.24927,48.829263
2019-975104,2019-08-30,000001,Vente,290000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,391,,71,41.8,,,,,,,2,2,Appartement,42,1,,,,,,2.234582,48.833802
2019-975104,2019-08-30,000001,Vente,290000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,955,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234582,48.833802
2019-975108,2019-09-16,000001,Vente,1174878,33,,RUE DE LA TOURELLE,9150,92100,92012,Boulogne-Billancourt,92,,,920120000V0089,,,214,124.53,263,,,,,,,,2,2,Appartement,118,5,,,,,,2.251351,48.839798
2019-975112,2019-09-26,000001,Vente,256950,5,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000O0021,,,104,,78,23.35,,,,,,,2,2,Appartement,21,1,,,,,,2.24331,48.841595
2019-975113,2019-08-29,000001,Vente,280000,67,B,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0092,,,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.253908,48.83215
2019-975113,2019-08-29,000001,Vente,280000,69,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0092,,,14,51.47,,,,,,,,,1,2,Appartement,51,3,,,,,,2.253908,48.83215
